split,image,psnr,ssim,lpips,runtime_s,latent_seed
lolv2_synthetic,r00816405t.png,14.968484888056686,0.7488732297636479,0.31834182143211365,0.6855099201202393,6073315389050787141
lolv2_synthetic,r00869422t.png,16.969782064750024,0.7898795141567558,0.23223747313022614,0.24594807624816895,3145239728138447934
lolv2_synthetic,r00879054t.png,13.086464152531994,0.7312757318069477,0.3409768342971802,0.24576878547668457,3396650420863647689
lolv2_synthetic,r01058910t.png,12.891767009395135,0.87852000940424,0.06827322393655777,0.24869847297668457,6767745032628835827
lolv2_synthetic,r01170470t.png,14.451530232108048,0.793209021800306,0.20981977880001068,0.2468578815460205,7925313194992783885
lolv2_synthetic,r01474187t.png,18.82749934904369,0.8583959432446352,0.16343197226524353,0.24561643600463867,4992402148776010199
lolv2_synthetic,r0150031ft.png,14.65546991476107,0.8193873587504726,0.14675790071487427,0.2461531162261963,4378962490631862801
lolv2_synthetic,r01559391t.png,18.242542658953287,0.75719405983982,0.22232095897197723,0.24738097190856934,8659884085912101685
lolv2_synthetic,r02189767t.png,17.015547056670115,0.7218402365375974,0.216436505317688,0.24737286567687988,3218628581258146519
lolv2_synthetic,r02354285t.png,15.574129854059311,0.6359008156462078,0.4828973710536957,0.2469477653503418,1094988469504185831
lolv2_synthetic,r02508493t.png,14.127487447820176,0.7120980283172145,0.36065423488616943,0.24666094779968262,6612581570471952837
lolv2_synthetic,r0287344at.png,19.09571772464509,0.8490872617265223,0.13998158276081085,0.24724102020263672,5742178900229225547
lolv2_synthetic,r02897203t.png,14.892214493174563,0.8731945357677858,0.20010554790496826,0.24708342552185059,7692151091071674109
lolv2_synthetic,r03193652t.png,12.62429868080812,0.6569854053468233,0.3045065402984619,0.23412179946899414,3198836166448050578
lolv2_synthetic,r0341853dt.png,13.294510996091498,0.7356038601214845,0.4031204283237457,0.24844670295715332,5581839960684323171
lolv2_synthetic,r0372042dt.png,17.271961285866468,0.7825999473140671,0.15079616010189056,0.24690008163452148,3987010316583804100
lolv2_synthetic,r04317453t.png,14.377335350629501,0.7660721262479243,0.21181464195251465,0.24936795234680176,6840148873113281333
lolv2_synthetic,r0465565ct.png,14.281951367919422,0.7465235394336468,0.31672224402427673,0.24887299537658691,7309743828165272146
lolv2_synthetic,r05243256t.png,17.4397436628985,0.820720243921548,0.19932836294174194,0.25066566467285156,4130229389673535019
lolv2_synthetic,r05772356t.png,14.140322524878385,0.7880970902003602,0.2076326608657837,0.24988365173339844,2522624831836744653
lolv2_synthetic,r05839451t.png,18.74530804204491,0.8678904603898995,0.16672462224960327,0.24935412406921387,967270412574312608
lolv2_synthetic,r0589558at.png,24.931038237296974,0.8832570049984311,0.13007527589797974,0.24761390686035156,5935773850374701909
lolv2_synthetic,r0603031et.png,18.88891434361409,0.6776731398058341,0.35714811086654663,0.25031447410583496,7570091398762996230
lolv2_synthetic,r068812d7t.png,19.131047821036653,0.8248473642166895,0.21890228986740112,0.25081658363342285,3707957443929078136
lolv2_synthetic,r0703243bt.png,14.6193081372871,0.8048139302866554,0.26557108759880066,0.2500941753387451,3338634627813823307
lolv2_synthetic,r0708431at.png,20.156219954940127,0.8350222320507736,0.16260875761508942,0.24962973594665527,4069110219792414189
lolv2_synthetic,r072421a1t.png,16.89555444193197,0.8514614839450078,0.2016499638557434,0.24989676475524902,4699761841241940082
lolv2_synthetic,r072649fdt.png,21.091163427083963,0.8755967092524893,0.1725083738565445,0.24951171875,3008614963350447065
lolv2_synthetic,r07598392t.png,12.526584682598438,0.6883470330966527,0.2936570942401886,0.25248074531555176,3978001231039495542
lolv2_synthetic,r0773471dt.png,21.11257749955172,0.8790079646312545,0.2232844978570938,0.24987435340881348,1071419648325413891
lolv2_synthetic,r077507cat.png,19.469587112280323,0.769850116494227,0.19449597597122192,0.24838685989379883,2606559153866803890
lolv2_synthetic,r08079988t.png,16.66515087685587,0.6720877495413986,0.31571778655052185,0.2508420944213867,1630854778402714620
lolv2_synthetic,r0809811bt.png,15.348448196040408,0.7032282582497785,0.48026740550994873,0.2499852180480957,8157122732235710792
lolv2_synthetic,r082626aft.png,17.045159686970116,0.6794742056915765,0.30005115270614624,0.24958181381225586,3394650441110174290
lolv2_synthetic,r084889d5t.png,14.75597941743899,0.734622237396629,0.2697616517543793,0.25040769577026367,2330517595562487772
lolv2_synthetic,r08788547t.png,11.605014428903777,0.5272709695536886,0.2244548350572586,0.25379061698913574,2206920223751781157
lolv2_synthetic,r08873591t.png,20.338565723677323,0.798892547660491,0.23954489827156067,0.2521791458129883,1073501130647636269
lolv2_synthetic,r08996953t.png,14.53794501193794,0.8695122208840148,0.25338953733444214,0.25249600410461426,2629778749159966516
