split,image,psnr,ssim,lpips,runtime_s,latent_seed
ve_lol_synthetic,r00816405t.png,14.42992929041915,0.6905212632407055,0.3304383158683777,0.6606626510620117,8458342931292394934
ve_lol_synthetic,r00869422t.png,14.13806651714091,0.17632976487906324,1.072364330291748,0.2677624225616455,264738955849732417
ve_lol_synthetic,r00879054t.png,12.59101728123608,0.6032958975678434,0.4558333158493042,0.26962780952453613,147385998032484790
ve_lol_synthetic,r01058910t.png,12.941208702751322,0.2801373443026015,0.6503043174743652,0.26714086532592773,794494795237875065
ve_lol_synthetic,r01170470t.png,13.662816925260223,0.6484344302262431,0.3529628813266754,0.26869940757751465,7486298296775594907
ve_lol_synthetic,r01474187t.png,16.516830371404197,0.6197605180320113,0.35617488622665405,0.270155668258667,3915302714188193410
ve_lol_synthetic,r0150031ft.png,13.74644849204022,0.6114027538170205,0.3483310639858246,0.26769399642944336,2667765545777120746
ve_lol_synthetic,r01559391t.png,14.035200676538889,0.14058924018944335,0.9754733443260193,0.26859354972839355,3719760294206945430
ve_lol_synthetic,r02189767t.png,13.417707723891992,0.2704329969619636,0.6548997759819031,0.2712585926055908,4707014789122364920
ve_lol_synthetic,r02354285t.png,14.82424973749204,0.33255951670028094,0.7875422239303589,0.26824498176574707,5413625570974408973
ve_lol_synthetic,r02508493t.png,13.444075169133477,0.5640125620357767,0.3999089002609253,0.2687258720397949,2425446666070994498
ve_lol_synthetic,r0287344at.png,18.322478812696772,0.7685181605420826,0.17718206346035004,0.26928091049194336,2660625715733562097
ve_lol_synthetic,r02897203t.png,12.995627367640859,0.40599738592216944,0.7147665023803711,0.27056407928466797,6046362867921899066
ve_lol_synthetic,r03193652t.png,10.956838259908375,0.2968141980600515,0.7600414156913757,0.26955413818359375,8858717178360709767
ve_lol_synthetic,r0341853dt.png,12.524716156732918,0.6300987984986365,0.48802000284194946,0.27042055130004883,6682516764788444039
ve_lol_synthetic,r0372042dt.png,14.84320904566925,0.14672515292108954,1.0670782327651978,0.2686042785644531,8179343039345288158
ve_lol_synthetic,r04317453t.png,13.492315069613628,0.3529982361259765,0.8518822193145752,0.27193188667297363,3958383259018066427
ve_lol_synthetic,r0465565ct.png,12.797834273642653,0.5542879486193865,0.4469538927078247,0.2702813148498535,5810635599845065353
ve_lol_synthetic,r05243256t.png,16.98800743882738,0.5794366323473717,0.33362340927124023,0.2756009101867676,6449368597065503643
ve_lol_synthetic,r05772356t.png,13.456190895920475,0.6303856655143513,0.3219284117221832,0.2704482078552246,1516125470444085738
ve_lol_synthetic,r05839451t.png,18.34424923608609,0.7404824287340525,0.23456478118896484,0.273334264755249,6724630937882890343
ve_lol_synthetic,r0589558at.png,16.304199497585753,0.2932614774836539,0.9592873454093933,0.27171993255615234,8039620081706339780
ve_lol_synthetic,r0603031et.png,15.310453999731646,0.24562513552023976,0.9324162006378174,0.2702817916870117,7894350692845334899
ve_lol_synthetic,r068812d7t.png,17.373335538771034,0.56750637177398,0.43647298216819763,0.2733449935913086,7323714883745164760
ve_lol_synthetic,r0703243bt.png,13.737574889258795,0.5860712680714125,0.49550098180770874,0.2717714309692383,4183331592801378449
ve_lol_synthetic,r0708431at.png,14.661674812915855,0.23705278805886007,0.998028039932251,0.27449846267700195,992342798969534694
ve_lol_synthetic,r072421a1t.png,15.3787120621479,0.31114714573113955,0.6891778707504272,0.27190709114074707,4276529241273198455
ve_lol_synthetic,r072649fdt.png,19.61568872047834,0.6683231753658861,0.3285549581050873,0.27366042137145996,2627578278278542220
ve_lol_synthetic,r07598392t.png,11.374779685674312,0.41238502488896006,0.667362630367279,0.27426838874816895,6360173455223679530
ve_lol_synthetic,r0773471dt.png,16.67169627345033,0.26439545218731153,0.7993123531341553,0.27312231063842773,1011051716062782387
ve_lol_synthetic,r077507cat.png,14.17075707936602,0.25800845443694315,0.9349269270896912,0.27404069900512695,4852894247486032054
ve_lol_synthetic,r08079988t.png,13.956073855732335,0.2165951438433229,1.0080288648605347,0.2749760150909424,3709755151614247744
ve_lol_synthetic,r0809811bt.png,15.897524354017058,0.3682162310362771,0.8609912395477295,0.2716221809387207,5272976059199598985
ve_lol_synthetic,r082626aft.png,16.51506319375963,0.6178966564581042,0.3451096713542938,0.27514076232910156,6819153771938465803
ve_lol_synthetic,r084889d5t.png,9.694977184094078,0.12082556049122693,0.9205353856086731,0.27449941635131836,4661718984679558840
ve_lol_synthetic,r08788547t.png,11.259712632843033,0.48094192950610504,0.28020259737968445,0.2781651020050049,4920977189219357279
ve_lol_synthetic,r08873591t.png,20.644868626301445,0.5945103117412599,0.5187897682189941,0.2774360179901123,1381774885107535694
ve_lol_synthetic,r08996953t.png,14.177833778161428,0.7452298277391259,0.3336309790611267,0.27664613723754883,4879871995348473230
ve_lol_synthetic,r0905697bt.png,12.564681533798574,0.5515819097714247,0.5769997239112854,0.27653980255126953,3164813111947614350
ve_lol_synthetic,r09245347t.png,15.205759539057757,0.1889454133951792,0.9046671390533447,0.27608776092529297,1026315976225800391
ve_lol_synthetic,r09445479t.png,14.377281598712575,0.4344023417380051,0.4334516227245331,0.2813088893890381,2974386942999808246
ve_lol_synthetic,r09670876t.png,13.986437393955082,0.6609177894611632,0.24056179821491241,0.2777824401855469,6077967971276805695
ve_lol_synthetic,r096982ddt.png,15.461717875609368,0.3904674630242095,0.6581161022186279,0.2778937816619873,4441920386814200650
ve_lol_synthetic,r097088c1t.png,17.20154918281146,0.5444576003544457,0.49691885709762573,0.27959656715393066,5521704917941320572
ve_lol_synthetic,r097555c4t.png,14.987973971509573,0.6061145538014955,0.4123353064060211,0.2790229320526123,795885600282054307
ve_lol_synthetic,r104153eat.png,13.553323765702366,0.20018301418935147,0.9202589392662048,0.27509522438049316,5512677723488819321
ve_lol_synthetic,r107730b5t.png,16.248474659852793,0.3068618038624805,0.7551337480545044,0.277585506439209,8477889925157458923
ve_lol_synthetic,r108301e3t.png,17.068167671929316,0.6738315453703764,0.29608818888664246,0.2794778347015381,5214522049037753087
ve_lol_synthetic,r10893508t.png,16.190041722710674,0.587080347676226,0.36056268215179443,0.2809271812438965,7679003465333874357
ve_lol_synthetic,r10940798t.png,15.677919127419315,0.29861833892420214,0.8580020666122437,0.27802324295043945,6765844845011959924
ve_lol_synthetic,r113402d4t.png,13.149379970930951,0.47389472153045076,0.6112639904022217,0.2798576354980469,5429818046230448009
ve_lol_synthetic,r1148801et.png,11.920315983947722,0.18986836786693187,1.0017105340957642,0.2811923027038574,5944996261424861598
ve_lol_synthetic,r116825e2t.png,18.08208339721252,0.6153295412499032,0.3335614800453186,0.2799859046936035,5765513988910367426
ve_lol_synthetic,r11850456t.png,13.25661167020752,0.6738816558242419,0.31269386410713196,0.282700777053833,3863707448084927117
ve_lol_synthetic,r12133015t.png,14.554760598463439,0.5343343982798844,0.5243938565254211,0.2796611785888672,6874542514441891460
ve_lol_synthetic,r125034a9t.png,19.883206296042054,0.7546901682263204,0.19001182913780212,0.28426671028137207,7627089194410584778
ve_lol_synthetic,r125442fat.png,15.373721760687618,0.3568374209146994,0.9008008241653442,0.2870774269104004,8497429601798586701
ve_lol_synthetic,r127608abt.png,14.766363180999871,0.16907287579461894,0.9614561796188354,0.28494954109191895,5930278985102609752
ve_lol_synthetic,r12946364t.png,14.703710034769548,0.2044895717750178,1.049102544784546,0.28126072883605957,2042402460436919427
ve_lol_synthetic,r1301676dt.png,14.456487316585386,0.4655699876022728,0.6006132960319519,0.2886161804199219,553661009262481014
ve_lol_synthetic,r13073518t.png,18.176770905998076,0.6916784745148062,0.26069220900535583,0.28090667724609375,5129585155673770410
ve_lol_synthetic,r1372056ct.png,14.574389473318572,0.5763130694378877,0.5701296329498291,0.28389596939086914,1424071448661299693
ve_lol_synthetic,r13837601t.png,15.863879456915363,0.7863758181688508,0.226195827126503,0.28351926803588867,1890685814562067424
ve_lol_synthetic,r13907965t.png,11.9407506903814,0.2095988612584453,0.7685948014259338,0.2882840633392334,348983075376070800
ve_lol_synthetic,r13928401t.png,14.621928366469785,0.7155196032186403,0.1522037237882614,0.28697967529296875,596760223595977467
ve_lol_synthetic,r141665bdt.png,16.779678527211765,0.7025914428289465,0.34266701340675354,0.28428125381469727,4377218640858155799
ve_lol_synthetic,r141669e5t.png,13.314884524219474,0.166583087929118,0.9550564289093018,0.2846698760986328,787209843058870273
ve_lol_synthetic,r1419078bt.png,13.248939196314307,0.25629522497351304,0.8929398655891418,0.2848856449127197,5479842045290098379
ve_lol_synthetic,r142335f0t.png,17.336314636381655,0.6977175218189223,0.26987817883491516,0.2828822135925293,8937564178874071582
ve_lol_synthetic,r142787e2t.png,10.702754842219026,0.7106432028267501,0.26908326148986816,0.2846217155456543,6111969391380589918
ve_lol_synthetic,r14289905t.png,15.595229916231226,0.6521573427396944,0.1651553511619568,0.2860066890716553,6608711576163997599
ve_lol_synthetic,r145215fft.png,14.137786884742873,0.7315477992957787,0.30824899673461914,0.28624510765075684,666989473616113942
ve_lol_synthetic,r145221d9t.png,16.387583835726872,0.43191095018788866,0.5765352845191956,0.28640317916870117,3449508441219885177
ve_lol_synthetic,r146771d7t.png,14.075004519461656,0.5619918407811831,0.44547921419143677,0.28426337242126465,1235300212213226997
ve_lol_synthetic,r150058a4t.png,13.854639015569102,0.4998647539884111,0.413704514503479,0.2867727279663086,6799551746861863632
ve_lol_synthetic,r15885978t.png,16.82815224981859,0.4671841315101605,0.7046029567718506,0.28456664085388184,5836222841585606793
ve_lol_synthetic,r15919202t.png,12.118586903069826,0.627648188594809,0.33175918459892273,0.2849159240722656,984766984918726460
ve_lol_synthetic,r1602555bt.png,13.391633721753315,0.6736720672912172,0.35597532987594604,0.2834939956665039,8326658135499183167
ve_lol_synthetic,r163317d6t.png,13.522171725271939,0.6663113858308531,0.29293346405029297,0.2851381301879883,7373796048777542788
ve_lol_synthetic,r163967d4t.png,20.23232774590597,0.5985606654749304,0.38226884603500366,0.2842104434967041,1398596627963105210
ve_lol_synthetic,r16422663t.png,17.704621608967397,0.890395538683559,0.14565718173980713,0.285449743270874,7473962400835379514
ve_lol_synthetic,r16509308t.png,12.209959173030589,0.14438070537613043,0.9874976873397827,0.28408241271972656,7500797334430006947
ve_lol_synthetic,r165355c0t.png,21.322211633293104,0.7326183336434647,0.20564186573028564,0.2841787338256836,807941824560425926
ve_lol_synthetic,r16654024t.png,15.12606557724409,0.5072964762513278,0.46957316994667053,0.2879307270050049,3179889471341039338
